alias,productName,productNameAmh,instituteName,minimumBalance,repaymentOptions,collateralRequirements,financialGoals,loanCalculatorEnabled,term,isFeatured,digital,loanPurpose,processingFees,showonHomepage,interestPaymentPeriod,description,prepaymentPenalties,membershipRequired,openingBalance,category,interestMin,creditScoreRequirement,mandatorySaving,loanAmount,genderBased,instituteId,currency,interestMax,repaymentFrequency,subCategory,productType,disbursementTime,eligibilityCriteria,interestFree,insuranceRequirements,latePaymentPenalties
Long-Term-Loan(LTL),Long Term Loan,,Tsehay Bank,0,,,,,0,,FALSE,"➧ long term loans are extended by the Bank to finance acquisition of fixed business assets (buildings, leased land, machinery, equipment, etc.), for covering permanent working capital need of a business, the establishment of new projects and the expansion of an existing business",0,,Monthly,"➧ long term loans are extended by the Bank to finance acquisition of fixed business assets (buildings, leased land, machinery, equipment, etc.), for covering permanent working capital need of a business, the establishment of new projects and the expansion of an existing business. ➧ long term loans are granted to be repaid for a period greater than five years but less than or equal to twenty and twenty-five years for business and consumer loans, respectively. ➧ The Bank may allow grace period up to three years for those long-term loans based the nature of the business or project implementation schedule based on project appraisal",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,KFjxByv9,,0,,,Credit,,,FALSE,,0
Miiltoo-Savings-Account(MSA),Miiltoo Savings Account,,Oromia Bank,0,,,,,,,FALSE,,,,Yearly,"Miiltoo Savings Account is a special product provided to all Iqqub and Iqqub members who need regular deposits and withdrawals on a daily, weekly, biweekly, or monthly basis. The account can be either a checking account, a savings account, or both",,FALSE,0,Standard,0,,,,FALSE,y,,0,,,Saving,,"•	Iqqub minutes, which include the names and signatures of members and leaders, renewed ID, recent photographs, and support letter. •	All Iqqub members must have an account at Oromia Bank",FALSE,,
Savings-Account(SA),Saving Account,,Amhara Bank,0,,,,,,,TRUE,,,,Monthly,Regular savings account,,FALSE,0,Standard,7,,,,FALSE,U,,7,,,Saving,,individual or jointly,FALSE,,
Normal-Checking-Account(NCA),Normal Checking Account,,Wegagen Bank,250,,,,,,,TRUE,,,,Yearly,Lets customers who fulfils the general requirement criteria and documents to store cash safely & securely while enjoying easy access to settle payments,,FALSE,0,Standard,0,,,,FALSE,h,,0,,,Saving,,Regular,FALSE,,
Long-Term-Loan(LTL),Long Term Loan,,Berhan Bank,0,,,,,0,,FALSE,A long-term loan is a loan that has a maturity period longer than five years but not exceeding a maximum period of seven years with periodic installments.,0,,Monthly,A long-term loan is a loan that has a maturity period longer than five years but not exceeding a maximum period of seven years with periodic installments.,0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,1kOT4VpC,,0,,,Credit,,,FALSE,,0
Muday-Saving(MS),Muday Saving,,Bank of Abyssinia,0,,,,,,,FALSE,,,,Yearly,"customized account allows customers to deposit in their designated box so that it can be deposited to their respective accounts. It encourages customers like petty traders, smallholding farmers, and shoe shine individuals to learn the habit of saving",,FALSE,0,targeted,0,,,,FALSE,g,,0,,,Saving,,Regular,FALSE,,
Large-Sized-Equb-Account(LSEA),Large-Sized Equb Account,ፍሬ,Tsehay Bank,1000000,,,,,,,FALSE,,,,Monthly,an Account in which a resource more than one million birr is mobilized,,FALSE,5000,targeted,0,,,,FALSE,KFjxByv9,,0,,,Saving,,The Equb leaders shall open the group`s Equb account individually or jointly and a pool of money collected shall be maintained. ➧ The minimum number of members of the Equb shall be five. ➧ All members of the Equb shall open accounts at Tsehay Bank,FALSE,,
Pension-Payment-Account(PPA2),Pension Payment Account,,Hibret Bank,0,,,,,,,FALSE,,,,Yearly,Interest-earning savings account designed for retired pensioners. Hibret Bank has a partnership agreement with the Federal Public Servants' Social Security Agency to process payments of pensioners,,FALSE,0,Standard,0,,,,FALSE,E,,0,,,Saving,,Individual Pensioners,FALSE,,
Elders/warka-saving-Account(EWSA),Elders/warka saving Account,,Wegagen Bank,0,,,,,,,FALSE,,,,Yearly,"This account provides a haven of financial security, offering higher interest rates and special priority services for account holders aged 50 and above",,FALSE,0,Standard,0,,,,FALSE,h,,0,,,Saving,,Elders age 50 and above,FALSE,,
SME-Loan,SME Loan,,Berhan Bank,0,,,,,0,,FALSE,,0,,Monthly,"A medium-term loan is a loan that has a maturity period longer than three years but not exceeding a maximum period of five years, with periodic installments",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,1kOT4VpC,,0,,,Credit,,,FALSE,,0
Youth-Saving-Account-(Gubil)(YSA),Youth Saving Account (Gubil),ጉብል,Tsehay Bank,0,,,,,,,FALSE,,,,Monthly,saving for Any individual between the age of 18 and 25,,FALSE,0,Standard,0,,,,FALSE,KFjxByv9,,0,,,Saving,,Any individual between the age of 18 and 25,FALSE,,
Pre-shipment-Export-Credit-Facility(PSECF),Pre-shipment Export Credit Facility,,Wegagen Bank,0,,,,,0,,FALSE,"Offers credit facility to finance working capital requirement for purchase of exportable items, processing and converting them into finished goods, transporting, warehousing and packing until such time the goods are shipped",0,,Monthly,"Offers credit facility to finance working capital requirement for purchase of exportable items, processing and converting them into finished goods, transporting, warehousing and packing until such time the goods are shipped",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,h,,0,,,Credit,,Applicants who fulfils general and specific eligibility Criteria of the Bank,FALSE,,0
MBSA,Muday Box Saving Account,,Wegagen Bank,0,,,,,,,FALSE,,,,Yearly,"Muday Box Saving Account creates opportunities for small-scale businesses owners such as petty traders, retail shops, barbershops, coffee houses, shoe shiners and others to save their sales on daily basis without the need to go to the bank branches and thereby enhance their saving habit.",,FALSE,0,Standard,0,,,,FALSE,h,,0,,,Saving,,Regular,FALSE,,
One-time-CCF-loan-facility(OTCCF),One time CCF loan facility,,Cooperative Bank Of Oromia,0,,yes,,,0,,FALSE,Is a non-renewable loan agreement where the cash will be advanced against the Warehouse Receipt or collateral management agreement for single time only.,0,,Monthly,Is a non-renewable loan agreement where the cash will be advanced against the Warehouse Receipt or collateral management agreement for single time only.,0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,a2yoGtTc,,0,,,Credit,,Business,FALSE,,0
Saving-Account-for-Wedding(SAW),Saving Account for Wedding,,Tsehay Bank,0,,,,,,,FALSE,,,,Monthly,Tsehay Bank encourages customers to have a saving account for wedding as wedding is a special day in the lives of the spouses. Customers who open this saving account can save money before their marriage to cover wedding costs,,FALSE,0,targeted,0,,,,FALSE,KFjxByv9,,0,,,Saving,,Regular,FALSE,,
One-Time-Merchandise-Loan(OTML),One-Time Merchandise Loan,,Tsehay Bank,0,,,,,0,,FALSE,➧ Merchandise loan is to relieve the customer from cash flow problems arising from money being tied up in merchandise,0,,Monthly,"➧ A one-time merchandise loan is a credit facility whereby the loan contract remains in force only until the maturity period of the loan; ➧ The maximum maturity period of a one-time merchandise loan shall be four months. However, the period can be extended for additional two months upon existence of genuine acceptable reason",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,KFjxByv9,,0,,,Credit,,Business,FALSE,,0
Collateral-Saving(CS),Collateral  Saving,,Enat Bank,0,,,,,,,FALSE,,,,Monthly,"The “Enat Collateral Saving Account” is an account where willing national and international organizations, private and governmental as well as concerned individuals, who has same vision as Enat Bank to reach “the missing middles”, deposit a certain amount of money that will be blocked for a period of time; and which the Bank uses as a guarantee for women entrepreneurs.The Bank in partnership with development partners shall work on relevant training and business advisory services for potential beneficiaries of the scheme. Advisor partners may also directly participate in the preparation of business plans in addition to providing training and advisory services. This will ensure that the business is run properly, and make sure loans are paid as per schedule to minimized default.",,FALSE,0,Standard,0,,,,FALSE,O,,0,,,Saving,,All,FALSE,,
Farmers’-Savings-Account(FSA),Farmers’ Savings Account,,Cooperative Bank Of Oromia,0,,,,,,,FALSE,,,,Yearly,"•	Farmers’ Savings Account is a savings account uniquely designed for farmers – engaged in agriculture, pastoralists and fishing with attractive interest rates. The product is designed to specifically encourage the unbanked and underbanked farmers to save and transform their living via banking practices.",,FALSE,25,targeted,0,,,,FALSE,a2yoGtTc,,0,,,Saving,,Farmers,FALSE,,
Pre-Shipment-Export-Credit-Facility(PSECF),Pre-Shipment Export Credit Facility,,Cooperative Bank Of Oromia,0,,,,,0,,FALSE,"Pre-Shipment Export Credit Facility is a short-term, one time or revolving loan facilities extended for the purchase of export materials, processing and converting into finished goods, warehousing, packing, and transporting the goods until the time of shipment, upon presentation of valid sales contract and irrevocable export letters of credit or otherwise depending on relationship and credit history.",0,,Monthly,"Pre-Shipment Export Credit Facility is a short-term, one time or revolving loan facilities extended for the purchase of export materials, processing and converting into finished goods, warehousing, packing, and transporting the goods until the time of shipment, upon presentation of valid sales contract and irrevocable export letters of credit or otherwise depending on relationship and credit history.",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,a2yoGtTc,,0,,,Credit,,upon presentation of valid sales contract and irrevocable export letters of credit or otherwise depending on relationship and credit history,FALSE,,0
Diaspora-Automobile-Loan(DAl),Diaspora Automobile Loan,,Hibret Bank,0,,,,,0,,FALSE,,0,,Monthly,It is extended for the purchase of automobiles; either for personal use or for rental purposes (i.e. code 02 or 03 vehicles). The year of manufacturing for the vehicle shall not exceed 15 years at the time of purchase.,0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,E,,0,,,Credit,,,FALSE,,0
Sinqe-Women’s-Savings-Account(SWSA),Sinqe Women’s Savings Account,ሲንቄ የሴቶች የቁጠባ አካውንት,Cooperative Bank Of Oromia,0,,,,,,,FALSE,,,,Yearly,Coopbank introduced Sinqe-Women’s Savings Account as a tool to empower women economically. This savings account is tailored for women aged 30 years and above. Sinqe-Women’s Savings account has the following main features.,,FALSE,0,Standard,0,,,,TRUE,a2yoGtTc,,0,,,Saving,,Women,FALSE,,
Payroll-Payment-Account(PPPA),Payroll Payment Account,,Hibret Bank,0,,,,,,,FALSE,,,,Yearly,Interest-earning savings account maintained by organizations to pay their employees' payroll payments,,FALSE,0,Standard,0,,,,FALSE,E,,0,,,Saving,,Individual staff member of organizations,FALSE,,
Term-Loan(TL),Term Loan,,Dashen Bank,0,,,,,0,,FALSE,A one-time business term loan for customers used to finance their temporary working capital needs and/or meet other short term financial constraints of the business,0,,Monthly,A one-time business term loan for customers used to finance their temporary working capital needs and/or meet other short term financial constraints of the business,0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,Q,,0,,,Credit,,Business,FALSE,,0
House-Completion-Loan(HCL),House Completion Loan,,Wegagen Bank,0,,,,,0,,FALSE,It is a personal loan offered for the purpose of completion of a residential house that is currently under construction,0,,Monthly,It is a personal loan offered for the purpose of completion of a residential house that is currently under construction,0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,h,,0,,,Credit,,Applicants who have fulfils General and specific eligibility Criteria of the Bank,FALSE,,0
Hybrid-savings(HS),Hybrid savings,,Enat Bank,0,,,,,,,FALSE,,,,Yearly,"This product is an ‘all in one.’ Hybrid Savings are designed to help customers save their stable money and accrue interest benefits while, concurrently, serving frequent transaction payments on demand through bank instruments",,FALSE,0,Standard,0,,,,FALSE,O,,0,,,Saving,,Regular,FALSE,,
Checking-accounts(CA),Checking accounts,,Enat Bank,0,,,,,,,FALSE,,,,Yearly,Access your deposits quickly with our conventional checking accounts,,FALSE,0,Standard,0,,,,FALSE,O,,0,,,Saving,,Regular,FALSE,,
Overdraft-Facility(OF),Overdraft Facility,,Cooperative Bank Of Oromia,0,,,,,0,,FALSE,Overdraft is a form of credit facility whereby customers are allowed to draw above deposits in their current accounts to meet their business needs. Interest is charged on the overdrawn amount outstanding on a daily basis,0,,Monthly,"Overdraft is a form of credit facility whereby customers are allowed to draw above deposits in their current accounts to meet their business needs. Interest is charged on the overdrawn amount outstanding on a daily basis. This facility is usually approved to sizable business activities and well-established customers as supplement of working capital. A fresh overdraft facility shall be extended to an applicant who has established at least a one-year banking relationship with the Bank as a borrower or depositor. However, depending on the nature and type of the business, the Bank may entertain customers with less than one-year relationship. Due to the indefinite nature of the facility– that is renewed periodically, overdraft facility shall be secured against immovable property.",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,a2yoGtTc,,0,,,Credit,,Regular,FALSE,,0
Women-Saving-Account(WSA),Women Saving Account,,Dashen Bank,0,,,,,,,TRUE,,,,Yearly,"It is an account that earns a progressive interest rate depending on the deposit balance; the higher the balance, the higher the interest rate would be.",,FALSE,0,targeted,0,,,,FALSE,Q,,0,,,Saving,,women,FALSE,,
ADEY(women’s)-saving-account(ASA),ADEY(women’s) saving account,,Bank of Abyssinia,0,,,,,,,TRUE,,,,Yearly,ncreased saving rates to show you our appreciation and valuation of your growth. Saving with Adey account will create empowerment and drive to succeed. ,,FALSE,0,targeted,0,,,,TRUE,g,,0,,,Saving,,Women,FALSE,,
Other-Bank-Guarantees(OBG),Other Bank Guarantees,,Wegagen Bank,0,,,,,0,,FALSE,"The Bank may issue other types of bank guarantees to pay any claims, in case the applicant fails to perform her/his/its obligation in accordance with the terms and conditions of the contract",0,,Monthly,"The Bank may issue other types of bank guarantees to pay any claims, in case the applicant fails to perform her/his/its obligation in accordance with the terms and conditions of the contract",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,h,,0,,,Credit,,Applicants who have fulfils General and specific eligibility Criteria of the Bank.,FALSE,,0
Agricultural-Machinery-and-Equipment-Loan(AMEL),Agricultural Machinery and Equipment Loan,,Wegagen Bank,0,,,,,0,,FALSE,this facility aims to finance the acquisition of agro-processing equipment,0,,Monthly,"•	Provides credit facility for applicants who have been engaged on agricultural sector for the purchase of agro-processing plant/machinery and equipment (such as water pumps, generators, combine harvesters, tractors",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,h,,0,,,Credit,,Applicants who fulfil general and specific eligibility Criteria of the Bank,FALSE,,0
Iddir-Saving-Account(ISA),Iddir Saving Account,,Tsehay Bank,0,,,,,,,FALSE,,,,Monthly,"In the long-standing Ethiopian culture people set up different Iddir associations to assist each other in times of death. But recently some Iddirs have begun to assist each other in times of life as well. When this assistance in life is supported by banking service, it would benefit the Iddir and its members more. Tsehay Bank has an Iddir saving product which enriches Iddirs which have accounts at Tsehay Bank.",,FALSE,0,targeted,0,,,,FALSE,KFjxByv9,,0,,,Saving,,Established as Iddir,FALSE,,
Minor-Saving-Account-(Eshet)(MSA),Minor Saving Account (Eshet),እሸት,Tsehay Bank,0,,,,,,,FALSE,,,,Monthly,"The account can be opened by a parent or guardian individually or jointly; ➧ The parent or guardian administers the saving account until the minor turns the age of 18; ➧ Birth certificate or any other evidence given by legally authorized entity is required; and ➧ Depending on the outstanding deposit balance, progressive interest rate will be applied",,FALSE,0,Standard,0,,,,FALSE,KFjxByv9,,0,,,Saving,,Children under the age of 14 can open this saving account through their parents or guardians,FALSE,,
Working-Capital-Loan-and-Advances(WCLA),Working Capital Loan and Advances,,Wegagen Bank,0,,,,,0,,FALSE,,0,,Monthly,"20.	It is a loan extended by Wegagen bank to bridge short-term financial constraints/cash flow problem of the borrower’s business",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,h,,0,monthly,,Credit,,Regular,FALSE,,0
Overseas-Employees-Account-Service(OEAS),Overseas Employees Account Service,,Hibret Bank,0,,,,,,,FALSE,,,,Yearly,"An interest-earning foreign currency deposit account, tailored to Ethiopians travelling to foreign countries. The offer is designed based on a business arrangement with Foreign Private Employment Agencies",,FALSE,0,Standard,0,,,,FALSE,E,,0,,,Saving,,"•	Ethiopians travelling abroad via Private Employment Agencies for more than one year",FALSE,,
Lock-Box-Savings-Account(LBSA),Lock Box Savings Account,,Oromia Bank,0,,,,,,,FALSE,,,,Yearly,The account is provided for customers who have interest in saving even a fraction of cents (small traders).,,FALSE,0,Standard,0,,,,FALSE,y,,0,,,Saving,,Regular,FALSE,,
Personal-Savings-Account(PSA),Personal Savings Account,,Berhan Bank,101,,,,,,,FALSE,,,,Yearly,"•	personal saving account yields the minimum saving interest rate set by NBE",,FALSE,50,Standard,7,,,,FALSE,1kOT4VpC,,0,,,Saving,,Individuals privately or jointly with other individuals can open this deposit account,FALSE,,
Revolving-CCF-Loan-Facility(RCCF),Revolving CCF Loan Facility,,Cooperative Bank Of Oromia,0,,yes,,,0,,FALSE,Is a type CCF Loan facility where a limit is set and loan advancement will be made to that pre-set limit upon presentation of valid Warehouse Receipt or collateral management agreement,0,,Monthly,Is a type CCF Loan facility where a limit is set and loan advancement will be made to that pre-set limit upon presentation of valid Warehouse Receipt or collateral management agreement,0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,a2yoGtTc,,0,,,Credit,,Business,FALSE,,0
House-Renovation-Loan(HRL),House Renovation Loan,,Wegagen Bank,0,,,,,0,,FALSE,It is a personal loan offered for the purpose of renovation of a residential house,0,,Monthly,It is a personal loan offered for the purpose of renovation of a residential house,0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,h,,0,,,Credit,,Applicants who have fulfils General and specific eligibility Criteria of the Bank,FALSE,,0
Youth-Savings-Account(YSA),Youth Savings Account,,Cooperative Bank Of Oromia,0,,,,,,,FALSE,,,,Yearly,"Youth savings account is an account designed exclusively for the youth of today, to make their tomorrow better by properly managing their attitude, lifestyle, preferences and behavior",,FALSE,0,Standard,0,,,,FALSE,a2yoGtTc,,0,,,Saving,,In the age group of 15-29 years,FALSE,,
Z-Club-Banking(ZCB),Z-Club Banking,,Zemen Bank,500001,,,,,,,FALSE,,,,Monthly, Special Z-Club customers are entitled to enjoy several Preferential and priority service privileges in every Branch using their special ID. Special Z-Club customers are privileged for specially designed debit cards with increased cash withdrawal daily limit.,,FALSE,5000,targeted,0,,,,FALSE,B,,0,,,Saving,,,FALSE,,
Hayyu---Education-Savings-Account(HESA),Hayyu - Education Savings Account,,Oromia Bank,0,,,,,,,FALSE,,,,Yearly,"The Hayyu Education Solution Account is a specialized product developed for the benefit of tertiary-level students who receive financial support from their parents, relatives, or other sources.",,FALSE,0,targeted,0,,,,FALSE,y,,0,,,Saving,,Regular,FALSE,,
Term-loan(TL),Term loan,,Bank of Abyssinia,0,,,,,0,,FALSE,"This finance is designed to boost working capital or project finance to be repaid within a specific time usually with interest. BoA is engaged in delivering unsurpassed working financing credit to ensure the smooth running of businesses with Short, Medium, and Long-term loans.",0,,Monthly,"This finance is designed to boost working capital or project finance to be repaid within a specific time usually with interest. BoA is engaged in delivering unsurpassed working financing credit to ensure the smooth running of businesses with Short, Medium, and Long-term loans.",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,g,,0,,,Credit,,,FALSE,,0
School-Account,School Account,,Wegagen Bank,500000,,,,,,,FALSE,,,,Monthly,"An account targeting mainly Private schools (kindergarten, primary, & secondary), technical & vocational training institutes, universities, colleges and professional training institutes",,FALSE,500000,Standard,0,,,,FALSE,h,,0,,,Saving,,Regular,FALSE,,
Time-Deposit(TD),Time Deposit,,NIB INTERNATIONAL BANK,50000,,,,,,,FALSE,,,,Yearly,Fixed time deposit is a deposit mobilized for a specific period of time. It attracts higher interest rate than the prevailing saving interest rate,,FALSE,50000,targeted,0,,,,FALSE,,,0,,,Saving,,Regular,FALSE,,
Notice-or-Negotiable-Order-Mixed/-NOW-Account-(withdrawal-of-Withdrawal),Notice or Negotiable Order Mixed/ NOW Account (withdrawal of Withdrawal),,Wegagen Bank,10000,,,,,,,FALSE,,,,Yearly,For institutions and business persons as well as large individual depositors who have less frequent withdrawals,,FALSE,10000,Standard,0,,,,FALSE,h,,0,,,Saving,,"can be opened by companies, individual, partnerships, sole proprietors, clubs and societies",FALSE,,
Women-Special-Loan(WSL),Women Special Loan,,Enat Bank,0,,,,,0,,FALSE,"The “Enat Loan to women” against cash collateral deposited by willing individuals is a loan forwomen-owned SMEs,whothe lack of collateral is a bottleneck to the growth of their business. Applicant must be a woman or business owned and managed by women only; Ethiopian by Nationality; Able to produce a certificate showing that she/they does/do not have any property registered in her/their name, or husband’s name; And must meet other additional eligibility criteria set by the Bank",0,,Monthly,"The “Enat Loan to women” against cash collateral deposited by willing individuals is a loan forwomen-owned SMEs,whothe lack of collateral is a bottleneck to the growth of their business",0,FALSE,0,Credit category1,0,0,FALSE,0,TRUE,O,,0,,,Credit,,"women-owned SMEs,",FALSE,,0
Oro-Savings-Plus(OSP),Oro Savings Plus,,Oromia Bank,0,,,,,,,FALSE,,,,Yearly,"The Oro Savings Plus account is designed for individuals, particularly employees. This account enables individuals to save a predetermined amount of money to qualify for loans for the purchase of vehicles and/or houses.",,FALSE,0,targeted,0,,,,FALSE,y,,0,,,Saving,,Regular,FALSE,,
Overdraft-Account,Overdraft Account,,Wegagen Bank,0,,,,,,,TRUE,,,,Yearly,Allows account holders to use or withdraw fund up to approved limit in excess of own fund to help an individual or a business with short-term cash flow problems.,,FALSE,0,Standard,0,,,,FALSE,h,,0,,,Saving,,Overdraft account can only be opened following approval of the overdraft facility limit by the concerned credit approving organ and written instruction from Credit Relationship Management Directorate.,FALSE,,
Salary-Solution-Account(SSA),Salary Solution Account,,Oromia Bank,0,,,,,,,FALSE,,,,Yearly,"It is a specialized savings account tailored to benefit salaried individuals and employees of the company, facilitating seamless payroll payments through our banking services",,FALSE,0,Standard,0,,,,FALSE,y,,0,,,Saving,,"•	Employers must maintain a Savings or Current account at the Bank",FALSE,,
Personal-Loans-for-Salaried-Persons(PLSP),Personal Loans for Salaried Persons,,Wegagen Bank,0,,,,,0,,FALSE,The rationale for these products is to attract companies and government institutions with resource potential by providing credit products to their employees,0,,Monthly,The rationale for these products is to attract companies and government institutions with resource potential by providing credit products to their employees,0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,h,,0,,,Credit,,,FALSE,,0
Performance-Bond-Guarantee-(pbg),Performance Bond Guarantee ,,Wegagen Bank,0,,,,,0,,FALSE,"•	A performance bond guarantee may be issued by the Bank to a Foreign beneficiary provided that the APPLICANT has obtained a foreign currency permit from the NBE",0,,Monthly,A performance bond is a type of guarantee that the Bank issues in favor of a beneficiary or employer at the request of the bid winner to meet any claims to be made by the beneficiary,0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,h,,0,,,Credit,,Applicants who have received an award letter for execution of different activities or supply of items and fulfils General and specific eligibility Criteria of the Bank,FALSE,,0
Elders-Saving-Account-(Tila)(ESA),Elders Saving Account (Tila),ጥላ,Tsehay Bank,0,,,,,,,FALSE,,,,Monthly,"Account for Any individual whose age is 50 years and above; and ➧ Early retirees such as soldiers, teachers and doctors under the age of 50, who can provide evidence",,FALSE,0,Standard,0,,,,FALSE,KFjxByv9,,0,,,Saving,,"Any individual whose age is 50 years and above; and ➧ Early retirees such as soldiers, teachers and doctors under the age of 50, who can provide evidence",FALSE,,
Current-Account(CA),Current Account,,Enat Bank,0,,,,,,,FALSE,,,,Yearly,"A marginal interest rate may be considered for special current account holders on the minimum balance over a certain period of time. This is an account characterized by fast moving transactions, and pays nominal interest on an annual basis",,FALSE,0,Standard,0,,,,FALSE,O,,0,,,Saving,,Regular,FALSE,,
Warehouse-Receipt-Financing(WRF),Warehouse Receipt Financing,,Tsehay Bank,0,,,,,0,,FALSE,This credit product is provided in collaboration with warehouse operators like Ethiopian Commodities Exchange (ECX).,0,,Monthly,This credit product is provided in collaboration with warehouse operators like Ethiopian Commodities Exchange (ECX).,0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,KFjxByv9,,0,,,Credit,,Only commodities that are agreed to be traded by ECX shall be accepted; ➧ The facility may be granted against warehouse receipts issued by warehouse service providers authorized by law and endorsed by Tsehay Bank S.C.,FALSE,,0
Subii---Farmers-Savings-Account(SFSA),Subii - Farmers Savings Account,,Oromia Bank,0,,,,,,,FALSE,,,,Yearly,A Subii Farmers/Pastoralists Savings Account is a special product that is designed to benefit farmers and/or pastoralists by paying attractive interest.,,FALSE,0,targeted,0,,,,FALSE,y,,0,,,Saving,,"•	The account shall be available to all farmers and/or pastoralists at all branches.",FALSE,,
Merchandise-Loan-Facility(MLF),Merchandise Loan Facility,,Cooperative Bank Of Oromia,0,,,,,0,,FALSE,The purpose of Merchandise Loan Facilities is to relieve the customer from cash-flow problems arising from money being tied up in the merchandise,0,,Monthly,"Merchandise Loan is a short-term credit facility provided by the Bank against the merchandise or documentary evidence (valid warehouse receipts for goods in the warehouse, original railway receipts or truck-way bills, or airway bills for in-transit merchandise items)",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,a2yoGtTc,,0,,,Credit,,Business,FALSE,,0
Revolving-Merchandise-Loan-Facilities(RMLF),Revolving Merchandise Loan Facilities,,Tsehay Bank,0,,,,,0,,FALSE,to relieve the customer from cash flow problems arising from money being tied up in merchandise.,0,,Monthly,"The Bank may approve a revolving merchandise loan facility to its customers by allowing customers to utilize loan up to a certain approved limit. ➧ Merchandise Loan Facility shall be reviewed every year unless the Bank demands it to be reviewed by the loan approving committee for any remedial action when the performance of the account is deteriorating. ➧ The tenure of each advance shall be four months. ➧ To determine merchandise loan facility utilization, the sum of advances shall be added up. It should be noted that the Revolving Merchandise facility limit is only approved for clients with sound financial performance and commendable repayment record. ➧ Renewal of revolving merchandise loan facility is subject to proper utilization of the facility.",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,KFjxByv9,,0,,,Credit,,Business,FALSE,,0
Property-Disposal-and-Partial-Finance-Loan(PDPFL),Property Disposal and Partial Finance Loan,,Wegagen Bank,0,,,,,0,,FALSE,"•	Partial financing scheme for the purchase of foreclosed properties by the bank such as buildings, vehicles, machinery and equipment",0,,Monthly,Property Disposal and Partial-finance loan is partial financing scheme whereby the Bank covers a portion of the latest engineering estimation value (not Auction price) of the foreclosed or negotiation value of acquired properties presented for sale by the Bank,0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,h,,0,,,Credit,,Applicants who fulfil general and specific eligibility Criteria of the Bank,FALSE,,0
Z-Club-Children-Saving-Account(ZCCSA),Z-Club Children Saving Account,,Zemen Bank,1001,,,,,,,FALSE,,,,Monthly,It is an interest bearing account that pays attractive interest rate above the regular saving rate calculated daily and compounded monthly. The account is tiered into Z-Club Children Basic; Special and Exclusive Minor accounts to encourage the account holders to build their deposit to higher category and earn more attractive interest rate.,,FALSE,984,targeted,0,,,,FALSE,B,,0,,,Saving,,Minor,FALSE,,
Youth-Special-Saving-Account(YSSA),Youth Special Saving Account,,Zemen Bank,2001,,,,,,,FALSE,,,,Yearly,Youth Saving,,FALSE,2000,Standard,0,,,,FALSE,B,,0,,,Saving,,youth,FALSE,,
Diaspora-Personal-Loan(DPL),Diaspora Personal Loan,,Hibret Bank,0,,,,,0,,FALSE,"This is a type of loan that is extended for personal use; such as for the purchase of household items, home renovation, car maintenance, education, medical help, cover wedding costs etc",0,,Yearly,"This is a type of loan that is extended for personal use; such as for the purchase of household items, home renovation, car maintenance, education, medical help, cover wedding costs etc",0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,E,,0,,,Credit,,,FALSE,,0
Childrens(CSA),Childrens,,NIB INTERNATIONAL BANK,0,,,,,,,FALSE,,,,Yearly,This account is established for those who has not attained the age of maturity or age of 18 years old. ,,FALSE,0,Standard,0,,,,FALSE,,,0,,,Saving,,Under 18,FALSE,,
Suppliers’-Credit-Guarantee(SCG),Suppliers’ Credit Guarantee,,Wegagen Bank,0,,,,,0,,FALSE,This is a guarantee issued usually to suppliers on behalf of customers,0,,Monthly,This is a guarantee issued usually to suppliers on behalf of customers,0,FALSE,0,Credit category1,0,0,FALSE,0,FALSE,h,,0,,,Credit,,Applicants who have fulfils General and specific eligibility Criteria of the Bank,FALSE,,0
Fixed-Time-deposit(FTD),Fixed Time deposit,,Oromia Bank,0,,,,,,,FALSE,,,,Yearly,A fixed-time deposit is an interest-bearing account with an agreed amount and maturity date.,,FALSE,0,Standard,0,,,,FALSE,y,,0,,,Saving,,"•	Copies of Identification (Driver’s License, passport, I.D Card, or any other acceptable identification document deemed fit by the Bank",FALSE,,
